,ConstituentID,DisplayName,Region,Gender,BeginDate,Wiki QID,Income ($)
6653,7499,Paul Balluriau,Riga; Latvia; Northern Europe; Europe,Male,1860,Q6187840,11600
6654,7500,Raymond Pettibon,Bogota; Colombia; South America; Americas,Male,1957,Q564945,34400
6655,7501,Toba Khedoori,Ankara; Turkey; Western Asia; Asia,Female,1964,Q7811437,38600
6656,7502,Rebecca Horn,Belgrade; Serbia; Southern Europe; Europe,Female,1944,Q442192,17200
6657,7503,Roni Horn,Gaborone; Botswana; Southern Africa; Africa,Female,1955,Q433895,39500
6658,7504,Phyllis Bramson,Bridgetown; Barbados; Caribbean; Americas,Female,1941,Q4333963,17200
6659,7505,Koichi Yoshimura,Cayenne; French Guiana; South America; Americas,Male,1940,Q16095250,9300
6660,7506,Yamazaki Vellodo Co. Ltd.,Ottawa; Canada; Northern America; Americas,Non-Binary,1765,Q496027,9000
6661,7507,Eiji Miyamoto,Lisbon; Portugal; Southern Europe; Europe,Male,1948,Q2905186,9000
6662,7510,Ritva Puotila,Port Moresby; Papua new Guinea; Melanesia; Oceania,Female,1935,Q6220240,17200
6663,7512,Edward William Godwin,Budapest; Hungary; Eastern Europe; Europe,Male,1833,Q1294110,25800
6664,7513,Harry J. Powell,Luanda; Angola; Middle Africa; Africa,Male,1855,Q376062,9300
6665,7514,Tomoyuki Sugiyama,Kiev; Ukraine; Eastern Europe; Europe,Male,1954,Q164712,11600
6666,7515,Sir William Lyons,Kigali; Rwanda; Eastern Africa; Africa,Male,1901,Q1347549,42800
6667,7516,Malcolm Sayer,Phnom Penh; Cambodia; South-Eastern Asia; Asia,Male,1916,Q3710086,39500
6668,7517,Cyan,Avarua; Cook Islands; Polynesia; Oceania,Non-Binary,1992,Q7279265,11600
6669,7518,Jennifer Morla,Victoria; Seychelles; Eastern Africa; Africa,Female,1955,Q168665,9300
6670,7520,Luc Tuymans,Buenos Aires; Argentina; South America; Americas,Male,1958,Q200622,5400
6671,7521,Marlene Dumas,Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,Female,1953,Q260617,34700
6672,7522,Nobuyoshi Araki,Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,Male,1940,Q450696,9300
6673,7523,Willie Birch,Tashkent; Uzbekistan; Central Asia; Asia,Male,1942,Q19644275,34700
6674,7524,Minnie Evans,Palikir; Micronesia; Micronesia; Oceania,Female,1892,Q15462261,6500
6675,7525,Andrea Zittel,St. George's; Grenada; Caribbean; Americas,Female,1965,Q495290,3100
6676,7526,Toyo Ito,Dushanbe; Tajikistan; Central Asia; Asia,Male,1941,Q153793,11600
6677,7527,Daniel Libeskind,Havana; Cuba; Caribbean; Americas,Male,1946,Q154538,17200
6678,7528,Cesar Pelli,Budapest; Hungary; Eastern Europe; Europe,Male,1926,Q309483,22200
6679,7529,Ben van Berkel,Male; Maldives; Southern Asia; Asia,Male,1957,Q1429189,5400
6680,7530,Mehrdad Yazdani,Hamilton; Bermuda; Northern America; Americas,Male,1959,Q7132258,9300
6681,7531,Bernhard Fuchs,Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,Male,1971,Q6093577,22200
6682,7532,Nan Goldin,Suva; Fiji Islands; Melanesia; Oceania,Female,1953,Q234279,12400
6683,7533,Jean-Luc Moulène,Stockholm; Sweden; Northern Europe; Europe,Male,1955,Q7426282,24100
6684,7534,Julião Sarmento,Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,Male,1948,Q4975694,9300
6685,7535,Christian Schumann,Funafuti; Tuvalu; Polynesia; Oceania,Male,1970,Q1316035,11600
6686,7537,Mikko Heikkinen,Athens; Greece; Southern Europe; Europe,Male,1949,Q1234088,11600
6687,7538,Henry Bond,Caracas; Venezuela; South America; Americas,Male,1966,Q320868,5400
6688,7539,Markku Komonen,Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,Male,1945,Q3770738,9300
6689,7540,Stuart Brisley,Grytviken; South Georgia; South America; Americas,Male,1933,Q1965869,6500
6690,7541,Don Brown,"Douglas, Isle of Man; Man (Isle of); Northern Europe; Europe",Male,1962,Q870924,11600
6691,7542,Helen Chadwick,Port Moresby; Papua new Guinea; Melanesia; Oceania,Female,1953,Q5702008,24100
6692,7545,Tracey Emin,Monaco; Monaco; Western Europe; Europe,Female,1963,Q2537308,20900
6693,7546,Angus Fairhurst,Amsterdam; Netherlands The; Western Europe; Europe,Male,1966,Q4764114,5400
6694,7547,Liam Gillick,Banjul; Gambia The; Western Africa; Africa,Male,1964,Q828254,20900
6695,7548,Gary Hume,Juba; South Sudan; Middle Africa; Africa,Male,1962,Q4502697,12400
6696,7550,Sam Taylor-Wood,Manama; Bahrain; Western Asia; Asia,Female,1967,Q1273122,42800
6697,7555,Boyd Webb,Ouagadougou; Burkina Faso; Western Africa; Africa,Male,1947,Q1740593,9300
6698,7556,John Biggers,Niamey; Niger; Western Africa; Africa,Male,1924,Q7913949,25800
6699,7557,Franz West,Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,Male,1947,Q697200,9300
6700,7558,Elia Zenghelis,Ouagadougou; Burkina Faso; Western Africa; Africa,Male,1937,Q1658487,22200
6701,7559,Zoe Zenghelis,Santo Domingo; Dominican Republic; Caribbean; Americas,Female,1937,Q701564,5400
6702,7560,Gwathmey Siegel & Associates Architects,Warsaw; Poland; Eastern Europe; Europe,Non-Binary,1967,Q11856286,20900
6703,7561,Laurids Ortner,Niamey; Niger; Western Africa; Africa,Male,1941,Q1808327,9000
6704,7562,Manfred Ortner,Palikir; Micronesia; Micronesia; Oceania,Male,1943,Q680826,11600
6705,7563,Kazuyo Sejima & Associates,Bogota; Colombia; South America; Americas,Non-Binary,1987,Q3848603,22200
6706,7564,Marc Tsurumaki,San Jose; Costa Rica; Central America; Americas,Male,1965,Q435149,20900
6707,7565,Jonathan Crary,Reykjavik; Iceland; Northern Europe; Europe,Male,1951,Q437729,24100
6708,7566,Joel Sanders,Santiago; Chile; South America; Americas,Male,1956,Q363308,6500
6709,7567,"Herzog & de Meuron, Basel",Tripolis; Libya; Northern Africa; Africa,Female,1978,Q308776,34400
6710,7568,Thomas Blossfeldt,Tbilisi; Georgia; Western Asia; Asia,Male,1950,Q5648502,6500
6711,7569,Norman Foster,Sanaa; Yemen; Western Asia; Asia,Male,1935,Q104898,6500
6712,7570,James Wines,Lome; Togo; Western Africa; Africa,Male,1932,Q2396391,9300
6713,7571,Harry C. Wolf,Canberra; Australia; Australia and New Zealand; Oceania,Male,1935,Q1440276,12400
6714,7572,Wolf D. Prix,Helsinki; Finland; Northern Europe; Europe,Male,1942,Q5503910,6500
6715,7573,Helmut Swiczinsky,Djibouti; Djibouti; Eastern Africa; Africa,Male,1944,Q7150484,11600
6716,7574,Ortner & Ortner,Nuuk; Greenland; Northern America; Americas,Female,1987,Q18669835,17200
6717,7575,Winy Maas,Ottawa; Canada; Northern America; Americas,Male,1959,Q154335,9300
6718,7576,Elizabeth Alford,Libreville; Gabon; Middle Africa; Africa,Female,1967,Q293314,11600
6719,7577,Ray Maggiore,Lusaka; Zambia; Eastern Africa; Africa,Male,1964,Q725390,9300
6720,7578,Vince Scirano,Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,Male,1966,Q7345814,9300
6721,7579,Ron Steiner,St Peter Port; Guernsey and Alderney; Northern Europe; Europe,Male,1952,Q61064,11600
6722,7581,Xaveer de Geyter,Windhoek; Namibia; Southern Africa; Africa,Male,1970,Q1461075,9000
6723,7583,Rody Graumans,Singapur; Singapore; South-Eastern Asia; Asia,Male,1968,Q111018,6500
6724,7584,Hella Jongerius,Oslo; Norway; Northern Europe; Europe,Female,1963,Q924426,6500
6725,7585,Tejo Remy,El-Aaiun; Western Sahara; Northern Africa; Africa,Male,1960,Q715116,9000
6726,7586,Arian Brekveld,Pretoria; South Africa; Southern Africa; Africa,Male,1968,Q2182711,12400
6727,7587,Jos van der Meulen,Bern; Switzerland; Western Europe; Europe,Male,1958,Q677218,42800
6728,7588,Marcel Wanders,Beijing; China; Eastern Asia; Asia,Male,1963,Q648761,20900
6729,7590,Studio Tetrarc,Caracas; Venezuela; South America; Americas,female,1969,Q262791,9300
6730,7592,Paolo Rizzatto,Sanaa; Yemen; Western Asia; Asia,Male,1941,Q555442,20900
6731,7594,Maurizio Ficcadenti,Bamako; Mali; Western Africa; Africa,Male,1970,Q6681667,20900
6732,7595,David Moreno,Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,Male,1957,Q200692,9000
6733,7596,Florence Knoll,Kiev; Ukraine; Eastern Europe; Europe,Female,1917,Q4766433,45500
6734,7597,Patti Smith,Stanley; Falkland Islands; South America; Americas,Female,1946,Q557,12400
6735,7598,Bent Hedegaard Nobert,Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,Male,1959,Q1784940,22200
6736,7599,Montse Padrós i Marqués,Jerusalem; Israel; Western Asia; Asia,Male,1952,Q3052207,12400
6737,7600,Carlos Riart,Yaounde; Cameroon; Middle Africa; Africa,Male,1944,Q325142,20900
6738,7601,Ben Faydherbe,Zagreb; Croatia (Hrvatska); Southern Europe; Europe,Male,1958,Q7350952,9000
6739,7602,Wout De Vringer,Port Moresby; Papua new Guinea; Melanesia; Oceania,Male,1959,Q11924144,9300
6740,7603,Opera,St. John's; Antigua And Barbuda; Caribbean; Americas,female,1985,Q5446755,9000
6741,7604,Ton Homburg,Manila; Philippines; South-Eastern Asia; Asia,Male,1952,Q1351247,5400
6742,7605,Emil Hoppe,Amsterdam; Netherlands The; Western Europe; Europe,Male,1876,Q1336246,5400
6743,7606,Robert A. M. Stern,Paris; France; Western Europe; Europe,Male,1939,Q166567,12400
6744,7607,Marcel Kammerer,Algiers; Algeria; Northern Africa; Africa,Male,1878,Q12286231,25800
6745,7608,Otto Schönthal,Alofi; Niue; Polynesia; Oceania,Male,1878,Q2040590,17200
6746,7609,Steven Holl Architects,Beirut; Lebanon; Western Asia; Asia,female,1976,Q509636,11600
6747,7610,Stephen Cassell,Roseau; Dominica; Caribbean; Americas,Male,1963,Q216229,11600
6748,7611,Pier Copat,Accra; Ghana; Western Africa; Africa,Male,1872,Q694113,34700
6749,7612,Bryan Bell,Manila; Philippines; South-Eastern Asia; Asia,Male,1840,Q16064700,9300
6750,7613,Peter Lynch,San Jose; Costa Rica; Central America; Americas,Male,1954,Q3059817,20900
6751,7614,Pieter Laurens Mol,Castries; Saint Lucia; Caribbean; Americas,Male,1946,Q559297,9000
6752,7615,Waltercio Caldas,Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,Male,1946,Q16941062,12400
6753,7616,Lari Pittman,Georgetown; Guyana; South America; Americas,Male,1952,Q574144,12400
6754,7617,Nancy Rubins,Brasilia; Brazil; South America; Americas,Female,1952,Q37693,24100
6755,7618,Nicola Tyson,Fort-de-France; Martinique; Caribbean; Americas,Female,1960,Q19577787,11600
6756,7619,Lex Reitsma,Port-aux-Francais; French Southern Territories; Southern Africa; Africa,Male,1958,Q573654,9000
6757,7620,Studio Boot,N'Djamena; Chad; Middle Africa; Africa,male,1992,Q257113,6500
6758,7621,Edwin Vollebergh,London; United Kingdom; Northern Europe; Europe,Male,1889,Q18507746,11600
6759,7622,Pietra Jansen,Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,Female,1934,Q123138,9300
6760,7623,Una,Colombo; Sri Lanka; Southern Asia; Asia,Male,1992,Q991646,9300
6761,7624,Will De L'ecluse,Copenhagen; Denmark; Northern Europe; Europe,Male,1951,Q4970605,9300
6762,7625,Jan van Toorn,Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,Male,1932,Q5932128,20900
6763,7626,Patrick Ireland,Paris; France; Western Europe; Europe,Male,1934,Q3777954,12400
6764,7627,Rudolf Stingel,Nicosia; Cyprus; Southern Europe; Europe,Male,1956,Q2173916,9300
6765,7629,Carol Hepper,Monaco; Monaco; Western Europe; Europe,Female,1953,Q1601076,12400
6766,7630,Hale Woodruff,Doha; Qatar; Western Asia; Asia,Male,1900,Q15489989,11600
6767,7631,Yasumasa Morimura,East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,Male,1951,Q569940,9300
6768,7632,Wild Plakken,Palikir; Micronesia; Micronesia; Oceania,male,1977,Q6780260,5400
6769,7633,Lies Ros,Guatemala City; Guatemala; Central America; Americas,Male,1952,Q5041755,17200
6770,7634,Frank Beekers,Maputo; Mozambique; Eastern Africa; Africa,Male,1890,Q16149026,34700
6771,7635,Rob Schroder,Nuku'alofa; Tonga; Polynesia; Oceania,Male,1950,Q1682539,9000
6772,7636,IBM Corporation,Rome; Italy; Southern Europe; Europe,Female,1911,Q56008,3100
6773,7637,Paul McCarthy,Juba; South Sudan; Middle Africa; Africa,Male,1945,Q221732,9300
6774,7638,Roger Ballen,Saipan; Northern Mariana Islands; Micronesia; Oceania,Male,1950,Q382329,9000
6775,7639,Ellen Gallagher,Grytviken; South Georgia; South America; Americas,Female,1965,Q4132681,9300
6776,7640,Steve Wolfe,New Delhi; India; Southern Asia; Asia,Male,1955,Q4859173,12400
6777,7641,Gerald Brockhurst,Ljubljana; Slovenia; Southern Europe; Europe,Male,1890,Q325945,9000
6778,7642,Yvonne Droge-Wendel,Saipan; Northern Mariana Islands; Micronesia; Oceania,Female,1961,Q4912103,6500
6779,7644,Elaine Lustig Cohen,Kingston; Jamaica; Caribbean; Americas,Female,1927,Q565457,25800
6780,7646,Frank Paulin,Mariehamn; Aland Islands; Northern Europe; Europe,Male,1926,Q5488924,3100
6781,7647,Dieter Appelt,Bucharest; Romania; Eastern Europe; Europe,Male,1935,Q447569,9300
6782,7648,Shimon Attie,New Delhi; India; Southern Asia; Asia,Male,1957,Q93284,6500
6783,7649,Per Bernsten,Dili; East Timor; South-Eastern Asia; Asia,Male,1942,Q3435967,12400
6784,7650,Bruce Charlesworth,Copenhagen; Denmark; Northern Europe; Europe,Male,1950,Q1281182,25800
6785,7651,David Goldes,Melekeok; Palau; Micronesia; Oceania,Male,1947,Q1741217,11600
6786,7652,Geoffrey Biddle,Taipei; Taiwan; Eastern Asia; Asia,Male,1950,Q830712,9300
6787,7653,Rudy Burckhardt,Buenos Aires; Argentina; South America; Americas,Male,1914,Q7377582,9300
6788,7654,Carl Martin,Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,Male,1958,Q6389939,24100
6789,7655,Floris M. Neusüss,Hamilton; Bermuda; Northern America; Americas,Male,1937,Q92340,11600
6790,7656,Melissa Ann Pinney,Mogadishu; Somalia; Eastern Africa; Africa,Female,1953,Q1440276,3100
6791,7657,Gabrielle Russomagno,Riga; Latvia; Northern Europe; Europe,Female,1963,Q4894267,6500
6792,7658,Shelly Rusten,Bucharest; Romania; Eastern Europe; Europe,Male,1938,Q671527,3100
6793,7659,Herman Schervee,Basse-Terre; Guadeloupe; Caribbean; Americas,Male,1867,Q2547113,9000
6794,7660,Christer Strömholm,Juba; South Sudan; Middle Africa; Africa,Male,1918,Q555498,25800
6795,7661,Aldo Rossi,Praia; Cape Verde; Western Africa; Africa,Male,1931,Q322953,22200
6796,7662,Franz Erhard Walther,Juba; South Sudan; Middle Africa; Africa,Male,1939,Q241927,11600
6797,7663,Joel Leivick,Banjul; Gambia The; Western Africa; Africa,Male,1951,Q5362505,11600
6798,7664,John Claude White,Suva; Fiji Islands; Melanesia; Oceania,Male,1853,Q153739,9300
6799,7665,Eduardo Arroyo,Porto-Novo; Benin; Western Africa; Africa,Male,1937,Q555137,11600
6800,7666,Eugène Druet,Washington; United States; Northern America; Americas,Male,1868,Q3059832,11600
6801,7667,Horst P. Horst,Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,Male,1906,Q65707,12400
6802,7668,Robert Howlett,Zagreb; Croatia (Hrvatska); Southern Europe; Europe,Male,1831,Q7345653,9300
6803,7669,Calvert Richard Jones,Canberra; Australia; Australia and New Zealand; Oceania,Male,1802,Q321715,20900
6804,7670,Drahomir Joseph Ruzicka,Dakar; Senegal; Western Africa; Africa,Male,1870,Q325087,11600
6805,7671,Frank Meadow Sutcliffe,Caracas; Venezuela; South America; Americas,Male,1853,Q939537,5400
6806,7672,Léon Vidal,Riyadh; Saudi Arabia; Western Asia; Asia,Male,1833,Q2149500,12400
6807,7673,Fred Tomaselli,Pristina; Kosovo; Eastern Europe; Europe,Male,1956,Q4460192,20900
6808,7674,Sylvie Fleury,Road Town; Virgin Islands (British); Caribbean; Americas,Female,1961,Q528083,11600
6809,7675,Louis Legrand,Mariehamn; Aland Islands; Northern Europe; Europe,Male,1863,Q1724799,6500
6810,7676,Antonio Muntadas,Tarawa; Kiribati; Micronesia; Oceania,Male,1942,Q2406301,9000
6811,7677,Alyson Shotz,The Valley; Anguilla; Caribbean; Americas,Female,1964,Q1274234,9300
6812,7678,Martin Walde,Jamestown; Saint Helena; Western Africa; Africa,Male,1957,Q571399,9000
6813,7679,Kara Walker,Nuku'alofa; Tonga; Polynesia; Oceania,Female,1969,Q444277,11600
6814,7680,Michael Joaquin Grey,Moscow; Russia; Eastern Europe; Europe,Male,1961,Q6831637,17200
6815,7681,Paulina Wallenberg-Olsson,Jakarta; Indonesia; South-Eastern Asia; Asia,Female,1888,Q1784940,5400
6816,7682,Group Material,Phnom Penh; Cambodia; South-Eastern Asia; Asia,Male,1979,Q1368018,9300
6817,7683,Helga von Eicken-Kopperl,Accra; Ghana; Western Africa; Africa,Female,1945,Q51545,24100
6818,7684,Equipo Crónica,Cayenne; French Guiana; South America; Americas,Male,1964,Q1351374,9300
6819,7685,Peter Nadin,Tunis; Tunisia; Northern Africa; Africa,Male,1954,Q5503910,24100
6820,7686,Rafael Solbes,Manama; Bahrain; Western Asia; Asia,Male,1940,Q19663700,9000
6821,7687,Barbara Blondeau,Bamako; Mali; Western Africa; Africa,Female,1938,Q528922,12400
6822,7688,Adam Bartos,Asmara; Eritrea; Eastern Africa; Africa,Male,1953,Q1257924,38600
6823,7689,Yukinori Yanagi,Canberra; Australia; Australia and New Zealand; Oceania,Male,1959,Q6390606,3100
6824,7691,Kevin Bubriski,West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,Male,1954,Q167132,9300
6825,7692,Terry Evans,Saint-Denis; Reunion; Eastern Africa; Africa,Female,1944,Q1390849,6500
6826,7693,Adolphe-Léon Willette,Pristina; Kosovo; Eastern Europe; Europe,Male,1857,Q2081591,9300
6827,7694,Jay DeFeo,Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,Female,1929,Q15522104,45500
6828,7695,José Gabriel Gonzáles,Maputo; Mozambique; Eastern Africa; Africa,Male,1900,Q560115,6500
6829,7696,Nicholas Grimshaw,Copenhagen; Denmark; Northern Europe; Europe,Male,1939,Q19518260,3100
6830,7697,Eric Rondepierre,Moscow; Russia; Eastern Europe; Europe,Male,1950,Q11220,9000
6831,7698,David Spear,Abuja; Nigeria; Western Africa; Africa,Male,1937,Q152292,11600
6832,7699,Paul Jeuffrain,Yerevan; Armenia; Western Asia; Asia,Male,2012,Q573180,11600
6833,7700,François Kollar,Fort-de-France; Martinique; Caribbean; Americas,Male,1904,Q3085041,22200
6834,7701,Herbert List,El-Aaiun; Western Sahara; Northern Africa; Africa,Male,1903,Q168169,22200
6835,7702,John Milisenda,Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,Male,1947,Q7318097,12400
6836,7703,Margaret Moulton,London; United Kingdom; Northern Europe; Europe,Female,1956,Q229455,11600
6837,7704,Susan Weil,Libreville; Gabon; Middle Africa; Africa,Female,1930,Q12317395,25800
6838,7705,Frank Sellitto,Jerusalem; Israel; Western Asia; Asia,Male,1951,Q5383,9300
6839,7706,Wojciech Prazmowski,Reykjavik; Iceland; Northern Europe; Europe,Male,1949,Q8029114,9300
6840,7707,Mike and Doug Starn,Rabat; Morocco; Northern Africa; Africa,Male,1961,Q177313,6500
6841,7708,"U.S. Geological Survey and NASA, Surveyor III",Reykjavik; Iceland; Northern Europe; Europe,Female,1974,Q369416,6500
6842,7709,Jay Wolke,Bujumbura; Burundi; Eastern Africa; Africa,Male,1954,Q3564983,6500
6843,7710,Shikanosuke Yagaki,Manila; Philippines; South-Eastern Asia; Asia,Male,1897,Q84655,11600
6844,7711,Jerry Schatzberg,Ankara; Turkey; Western Asia; Asia,Male,1927,Q935852,34400
6845,7712,Carolee Schneemann,Copenhagen; Denmark; Northern Europe; Europe,Female,1939,Q299662,12400
6846,7714,Graham Smith,Harare; Zimbabwe; Eastern Africa; Africa,Male,1947,Q116077,9000
6847,7715,Hélio Oiticica,Freetown; Sierra Leone; Western Africa; Africa,Male,1937,Q604340,24100
6848,7716,Paul Vanderbilt,Ouagadougou; Burkina Faso; Western Africa; Africa,Male,1905,Q11547471,11600
6849,7717,Catherine Wagner,N'Djamena; Chad; Middle Africa; Africa,Female,1953,Q217434,9300
6850,7718,Mogens Balle,Malabo; Equatorial Guinea; Middle Africa; Africa,Male,1921,Q698306,9000
6851,7719,Sven Dalsgaard,Vientiane; Laos; South-Eastern Asia; Asia,Male,1914,Q6843589,9000
6852,7720,Knud Jans,Seoul; Korea South; Eastern Asia; Asia,Male,1915,Q5927238,12400
6853,7721,Niels Jensen,Vatican City; Vatican City State (Holy See); Southern Europe; Europe,Male,1820,Q7966252,5400
6854,7722,Bago Nielsen,Avarua; Cook Islands; Polynesia; Oceania,female,1730,Q3445738,9300
6855,7723,Axel Wilmar,Saipan; Northern Mariana Islands; Micronesia; Oceania,Male,2010,Q493952,17200
6856,7724,Johs Jensen,Budapest; Hungary; Eastern Europe; Europe,Male,1874,Q5921354,38600
6857,7725,Raphael Drouart,Amsterdam; Netherlands The; Western Europe; Europe,Male,1884,Q60905,20900
6858,7726,Jeanne Bardey,Conakry; Guinea; Western Africa; Africa,Female,1872,Q215773,5400
6859,7727,Maurice Asselin,Khartoum; Sudan; Northern Africa; Africa,Male,1882,Q5057166,25800
6860,7728,Willibald Kramm,Mogadishu; Somalia; Eastern Africa; Africa,Male,1891,Q61594,9300
6861,7730,Georg Meistermann,Madrid; Spain; Southern Europe; Europe,Male,1911,Q703660,24100
6862,7731,Emil Kiess,Kathmandu; Nepal; Southern Asia; Asia,Male,1930,Q299565,20900
6863,7732,Hubertus von Pilgrim,Kiev; Ukraine; Eastern Europe; Europe,Male,1931,Q182014,9300
6864,7733,Rigaud Benoit,Plymouth; Montserrat; Caribbean; Americas,Male,1911,Q41148,22200
6865,7734,Dieudonne Cedor,Vilnius; Lithuania; Northern Europe; Europe,Male,1925,Q752987,24100
6866,7735,Gabriel Alix,Dili; East Timor; South-Eastern Asia; Asia,Male,1930,Q942472,9000
6867,7736,Arnold Lafontant,Managua; Nicaragua; Central America; Americas,Male,1796,Q699793,34700
6868,7737,Gabriel Lévêque,Port Louis; Mauritius; Eastern Africa; Africa,Male,1923,Q18150137,24100
6869,7738,Lusimond Merelus,Pyongyang; Korea North; Eastern Asia; Asia,Male,1838,Q1357158,17200
6870,7739,Denis Vergin,Beijing; China; Eastern Asia; Asia,Male,1731,Q6509683,9300
6871,7740,Jacob Burck,Roseau; Dominica; Caribbean; Americas,Male,1907,Q1981250,9300
6872,7741,Russell Limbach,Luanda; Angola; Middle Africa; Africa,Male,1904,Q243078,24100
6873,7742,Robert Walters,San Salvador; El Salvador; Central America; Americas,Male,1925,Q555137,25800
6874,7753,Jack Garver,Lisbon; Portugal; Southern Europe; Europe,Male,1817,Q7451573,9300
6875,7756,John Wood,Nicosia; Cyprus; Southern Europe; Europe,Male,1908,Q270460,22200
6876,7803,Frederick Franck,Lilongwe; Malawi; Eastern Africa; Africa,Male,1909,Q5497802,9300
6877,7804,Stephan Balkenhol,Tehran; Iran; Southern Asia; Asia,Male,1957,Q517388,12400
6878,7805,Douglas Gordon,Muscat; Oman; Western Asia; Asia,Male,1966,Q1252327,6500
6879,7806,Andreas Gursky,Copenhagen; Denmark; Northern Europe; Europe,Male,1955,Q497712,38600
6880,7807,Jerry Cooke,San Jose; Costa Rica; Central America; Americas,Male,1922,Q5584785,9300
6881,7808,Imi Knoebel,Sucre; Bolivia; South America; Americas,Male,1940,Q241977,42800
6882,7810,Sarah Lucas,Mamoudzou; Mayotte; Eastern Africa; Africa,Female,1962,Q267786,9300
6883,7811,Jessie Tarbox Beals,Bratislava; Slovakia; Eastern Europe; Europe,Female,1870,Q6187840,11600
6884,7812,Juan Muñoz,Yaounde; Cameroon; Middle Africa; Africa,Male,1953,Q567396,9000
6885,7813,Clements,St Peter Port; Guernsey and Alderney; Northern Europe; Europe,Male,1883,Q465168,6500
6886,7814,Jean-Luc Mylayne,Praia; Cape Verde; Western Africa; Africa,Male,1946,Q158099,9300
6887,7815,Tommaso Cuccioni,Torshavn; Faroe Islands; Northern Europe; Europe,Male,2016,Q7841,12400
6888,7816,VALIE EXPORT,Malabo; Equatorial Guinea; Middle Africa; Africa,Female,1940,Q459681,17200
6889,7817,Cady Noland,Jamestown; Saint Helena; Western Africa; Africa,Female,1956,Q437729,9300
6890,7818,Vik Muniz,Pristina; Kosovo; Eastern Europe; Europe,Male,1961,Q1288454,43100
6891,7819,Kirill Rozhdestvenskii,Copenhagen; Denmark; Northern Europe; Europe,Male,1932,Q317874,9000
6892,7820,Alexander Slussarev,Abuja; Nigeria; Western Africa; Africa,Male,1944,Q151803,9000
6893,7821,R.J. Waters & Co.,Bujumbura; Burundi; Eastern Africa; Africa,Male,2015,Q2475981,22200
6894,7822,Giorgio Sommer,Baku; Azerbaijan; Western Asia; Asia,Male,1834,Q64212,20900
6895,7823,Franco Zecchin,Brazzaville; Congo; Middle Africa; Africa,Male,1953,Q7381291,43100
6896,7824,Roman Signer,Kingston; Norfolk Island; Australia and New Zealand; Oceania,Male,1938,Q463844,9300
6897,7825,Thomas Struth,Vientiane; Laos; South-Eastern Asia; Asia,Male,1954,Q522783,25800
6898,7826,Jeff Wall,Reykjavik; Iceland; Northern Europe; Europe,Male,1946,Q550428,22200
6899,7827,Uta Barth,Bern; Switzerland; Western Europe; Europe,Female,1958,Q122006,12400
6900,7828,Tria Giovan,Hagatna; Guam; Micronesia; Oceania,Female,1961,Q298926,12400
6901,7829,Kurt Kranz,Saint Helier; Jersey; Northern Europe; Europe,Male,1910,Q1717677,11600
6902,7830,Erwin Smith,Sucre; Bolivia; South America; Americas,Male,1886,Q381031,9300
6903,7831,Gerd Bonfert,Helsinki; Finland; Northern Europe; Europe,Male,1953,Q46373,6500
6904,7833,Manuel Valdes,Port Vila; Vanuatu; Melanesia; Oceania,Male,1942,Q284911,24100
6905,7834,Rose Mandel,Ljubljana; Slovenia; Southern Europe; Europe,Female,1910,Q567547,11600
6906,7835,Peter Klasen,"Kralendijk; Bonaire, Sint Eustatius and Saba; Caribbean; Americas",Male,1935,Q2076300,11600
6907,7836,David Swedlow,Singapur; Singapore; South-Eastern Asia; Asia,Male,1824,Q441440,9300
6908,7837,Peter Stampfli,Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,Male,1937,Q3376904,17200
6909,7838,Étienne-Jules Marey,Guatemala City; Guatemala; Central America; Americas,Male,1830,Q289217,22200
6910,7839,Georges Demenÿ,George Town; Cayman Islands; Caribbean; Americas,Male,1850,Q662783,9300
6911,7840,Ava Gerber,Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,Female,1961,Q68231,9300
6912,7841,Sean Mellyn,Mexico City; Mexico; Central America; Americas,Male,1965,Q366851,20900
6913,7842,Jonathan Seliger,Ankara; Turkey; Western Asia; Asia,Male,1955,Q1057887,25800
6914,7843,Frank K. Bacher,Alofi; Niue; Polynesia; Oceania,Male,1991,Q705062,20900
6915,7844,Katy Schimert,Vaduz; Liechtenstein; Western Europe; Europe,Female,1963,Q827547,12400
